Id,Label,degree,weighted degree,modularity_class,主体类型,领域方向,功能定位
元亲荟俱乐部,元亲荟俱乐部,235,235,7,其他,其他,
太原师范学院行知青年,太原师范学院行知青年,235,235,7,高校/学术机构,学术研究,
阳明书院,阳明书院,235,235,7,其他,传统文化,
往来的白丁,往来的白丁,235,235,7,其他,其他,
北京中医药大学,北京中医药大学,235,235,7,高校/学术机构,学术研究,
汉文堂文化,汉文堂文化,235,235,7,自媒体/个人,传统文化,文化传播
潮南在线,潮南在线,235,235,7,其他,其他,
中华佛学网,中华佛学网,235,235,7,媒体平台,其他,
中考语文,中考语文,235,235,7,其他,基础教育,
中国平煤神马集团,中国平煤神马集团,235,235,7,其他,其他,
张元济图书馆,张元济图书馆,235,235,7,其他,文旅国资,
心门成长,心门成长,235,235,7,其他,其他,
学思观,学思观,235,235,7,其他,其他,
利达rivta,利达rivta,235,235,7,其他,其他,
广灵子论道,广灵子论道,235,235,7,其他,其他,
花花世界成长纪,花花世界成长纪,235,235,7,其他,其他,
中原石油工程有限公司,中原石油工程有限公司,235,235,7,其他,其他,
儒学之道,儒学之道,235,235,7,其他,传统文化,文化传播
精彩江苏,精彩江苏,235,235,7,其他,地方政务,
天地人志New,天地人志New,235,235,7,其他,其他,
天地人志Nature,天地人志Nature,235,235,7,其他,其他,
粤求新校园文化,粤求新校园文化,235,235,7,其他,传统文化,文化传播
考德尚教育,考德尚教育,235,235,7,其他,基础教育,教育
诗词赏析及文史知识,诗词赏析及文史知识,235,235,7,其他,传统文化,文化传播
深圳龙华中心小学,深圳龙华中心小学,235,235,7,其他,基础教育,教育
新书香加油站,新书香加油站,235,235,7,其他,其他,
诸子界,诸子界,235,235,7,其他,其他,
养正读书,养正读书,235,235,7,其他,其他,
慕天宸,慕天宸,235,235,7,其他,其他,
盐城泓文书画院,盐城泓文书画院,235,235,7,其他,地方政务,
湛然一笑,湛然一笑,235,235,7,其他,其他,
独上西楼漫话,独上西楼漫话,235,235,7,其他,其他,
大河东流Hds,大河东流Hds,235,235,7,其他,其他,
西京学院至诚书院,西京学院至诚书院,235,235,7,高校/学术机构,学术研究,
文翰堂,文翰堂,235,235,7,自媒体/个人,其他,
凡夫俗子2019,凡夫俗子2019,235,235,7,其他,其他,
美丽八点半,美丽八点半,235,235,7,其他,其他,
超级学爸,超级学爸,235,235,7,其他,其他,
江苏省口岸中学,江苏省口岸中学,235,235,7,其他,基础教育,教育
诗书画印琴瑟赋,诗书画印琴瑟赋,235,235,7,其他,其他,
玉环云党课,玉环云党课,235,235,7,其他,党建理论,
维心说,维心说,235,235,7,自媒体/个人,其他,
国术禅踪修行,国术禅踪修行,235,235,7,其他,其他,
三蓝文学,三蓝文学,235,235,7,其他,学术研究,
百人百译,百人百译,235,235,7,其他,其他,
许远国,许远国,235,235,7,其他,其他,
阅壹本,阅壹本,235,235,7,其他,其他,
天下读经,天下读经,235,235,7,其他,其他,
乡宁县医疗集团人民医院,乡宁县医疗集团人民医院,235,235,7,其他,社会民生,
济源轵城,济源轵城,235,235,7,其他,地方政务,
红色梦想新史记,红色梦想新史记,235,235,7,其他,党建理论,
语文日刊,语文日刊,235,235,7,媒体平台,基础教育,
活墨书斋齐贞俭书法,活墨书斋齐贞俭书法,235,235,7,自媒体/个人,传统文化,
康定市人民检察院,康定市人民检察院,235,235,7,政府机构,其他,
祖宗网,祖宗网,235,235,7,媒体平台,其他,
语文鹏友,语文鹏友,235,235,7,其他,基础教育,
墨子连山,墨子连山,235,235,7,其他,其他,
Mybathtub,Mybathtub,235,235,7,其他,其他,
阿锦品诗,阿锦品诗,235,235,7,其他,其他,
敬诚草堂,敬诚草堂,235,235,7,自媒体/个人,其他,
恒南书院,恒南书院,235,235,7,其他,传统文化,
老于诗文,老于诗文,235,235,7,其他,其他,
奋斗者的足迹,奋斗者的足迹,235,235,7,其他,其他,
国学时讯,国学时讯,235,235,7,其他,传统文化,文化传播
古诗文赏析,古诗文赏析,235,235,7,其他,传统文化,文化传播
西安出版社,西安出版社,235,235,7,自媒体/个人,地方政务,
长葛人社,长葛人社,235,235,7,政府机构,社会民生,
侠者文字,侠者文字,235,235,7,其他,其他,
豫综迹,豫综迹,235,235,7,其他,其他,
兰语文,兰语文,235,235,7,其他,基础教育,
云儿一朵朵,云儿一朵朵,235,235,7,其他,其他,
益昌学圃,益昌学圃,235,235,7,其他,其他,
鹿小白Luxiaobai,鹿小白Luxiaobai,235,235,7,其他,其他,
吉林省吉林监狱,吉林省吉林监狱,235,235,7,其他,地方政务,
马场垣之声,马场垣之声,235,235,7,其他,其他,
语文君,语文君,235,235,7,自媒体/个人,基础教育,
中聿集团,中聿集团,235,235,7,其他,其他,
明心见性读书会,明心见性读书会,235,235,7,其他,其他,
经史博物馆,经史博物馆,235,235,7,其他,传统文化,
书香孝义,书香孝义,235,235,7,其他,其他,
圣玛田商学园,圣玛田商学园,235,235,7,其他,其他,
传统文化公开课,传统文化公开课,235,235,7,其他,传统文化,文化传播
饶客情韵,饶客情韵,235,235,7,其他,其他,
易学阅读,易学阅读,235,235,7,其他,其他,
林语学堂,林语学堂,235,235,7,自媒体/个人,其他,
春耕园文化,春耕园文化,235,235,7,其他,传统文化,文化传播
CHFP理财规划师,CHFP理财规划师,235,235,7,其他,其他,
魅力茫曲,魅力茫曲,235,235,7,其他,其他,
双溪丁香花,双溪丁香花,235,235,7,其他,其他,
书法派,书法派,235,235,7,其他,传统文化,
福建纪检监察,福建纪检监察,235,235,7,政府机构,党建理论,
诗词美文赏析,诗词美文赏析,235,235,7,其他,传统文化,文化传播
海贝壳公考,海贝壳公考,235,235,7,其他,其他,
教育艺术名师,教育艺术名师,235,235,7,其他,基础教育,教育
铁夫国学,铁夫国学,235,235,7,其他,传统文化,文化传播
两程故里家风基地,两程故里家风基地,235,235,7,其他,其他,
时空之势,时空之势,235,235,7,其他,其他,
何处青山不道场,何处青山不道场,235,235,7,其他,其他,
风从长安来2019,风从长安来2019,235,235,7,其他,其他,
圣贤文化共修网,圣贤文化共修网,235,235,7,媒体平台,传统文化,文化传播
忻州市司法局,忻州市司法局,235,235,7,政府机构,地方政务,政务服务
孟母联盟,孟母联盟,235,235,7,其他,其他,
孝德天下,孝德天下,235,235,7,其他,其他,
原始紫微斗数,原始紫微斗数,235,235,7,其他,其他,
桐乡市天中山书院,桐乡市天中山书院,235,235,7,其他,传统文化,
许朝军,许朝军,235,235,7,其他,其他,
江苏中医药,江苏中医药,235,235,7,其他,地方政务,
传统文化改命法,传统文化改命法,235,235,7,其他,传统文化,文化传播
杂趣百谈,杂趣百谈,235,235,7,自媒体/个人,其他,
伊春市森林消防,伊春市森林消防,235,235,7,其他,地方政务,
五家渠第二小学,五家渠第二小学,235,235,7,其他,基础教育,教育
峰峰矿区区委办公室,峰峰矿区区委办公室,235,235,7,政府机构,其他,政务服务
李双林国学,李双林国学,235,235,7,其他,传统文化,文化传播
同生净土,同生净土,235,235,7,其他,其他,
怀瑾谈人性,怀瑾谈人性,235,235,7,自媒体/个人,其他,
郑能量下午茶,郑能量下午茶,235,235,7,其他,其他,
作文素材铺,作文素材铺,235,235,7,其他,基础教育,
曲阜师大优秀传统文化教育中心,曲阜师大优秀传统文化教育中心,235,235,7,其他,基础教育,教育
古诗词歌,古诗词歌,235,235,7,其他,传统文化,
广西城市职业大学图书馆,广西城市职业大学图书馆,235,235,7,高校/学术机构,学术研究,
德风堂,德风堂,235,235,7,自媒体/个人,其他,
职场爱学习,职场爱学习,235,235,7,其他,其他,
壹品虔诚,壹品虔诚,235,235,7,其他,其他,
圣贤书友会,圣贤书友会,235,235,7,其他,其他,
一顿一渐自圆满,一顿一渐自圆满,235,235,7,其他,其他,
凤姿德润,凤姿德润,235,235,7,其他,其他,
北安普法,北安普法,235,235,7,其他,其他,
未闻诗语录,未闻诗语录,235,235,7,其他,其他,
春来樱花秋金桔,春来樱花秋金桔,235,235,7,其他,其他,
北芸斋,北芸斋,235,235,7,自媒体/个人,其他,
四川社科,四川社科,235,235,7,高校/学术机构,学术研究,学术研究
关中书学,关中书学,235,235,7,其他,其他,
包头市第九十六中学原包钢四中,包头市第九十六中学原包钢四中,235,235,7,其他,基础教育,教育
金藏翰墨君,金藏翰墨君,235,235,7,自媒体/个人,其他,
齐齐大观园,齐齐大观园,235,235,7,其他,其他,
故事集大成者,故事集大成者,235,235,7,其他,其他,
碎片时间的奇谈杂论,碎片时间的奇谈杂论,235,235,7,自媒体/个人,其他,
灵岩狮音,灵岩狮音,235,235,7,其他,其他,
落笔映暖阳,落笔映暖阳,235,235,7,其他,其他,
SamATD启示录,SamATD启示录,235,235,7,其他,其他,
自制贺卡,自制贺卡,235,235,7,其他,其他,
感悟思索,感悟思索,235,235,7,其他,其他,
伯贤书院,伯贤书院,235,235,7,其他,传统文化,
小丰子流水帐,小丰子流水帐,235,235,7,其他,其他,
对联课,对联课,235,235,7,其他,其他,
觉迷迷灭,觉迷迷灭,235,235,7,其他,其他,
静而不烦,静而不烦,235,235,7,其他,其他,
千乘教学,千乘教学,235,235,7,其他,其他,
乾坤源一,乾坤源一,235,235,7,其他,其他,
石牌新传考研,石牌新传考研,272,315,2,其他,学术研究,教育
兰州大学文学院,兰州大学文学院,262,278,2,高校/学术机构,学术研究,
浙大译学馆,浙大译学馆,316,514,2,其他,其他,
中国区域经济50人论坛,中国区域经济50人论坛,304,324,1,其他,学术研究,
五华文明,五华文明,317,326,1,其他,文旅国资,
河北党建研究,河北党建研究,286,290,1,高校/学术机构,学术研究,学术研究
广州市规划和自然资源局,广州市规划和自然资源局,299,304,1,政府机构,地方政务,政务服务
唐山高新区,唐山高新区,266,273,1,其他,地方政务,
世界史动态,世界史动态,570,2048,2,其他,其他,
这里是青年路,这里是青年路,266,271,1,其他,党建理论,
马列主义学院,马列主义学院,270,374,2,高校/学术机构,学术研究,
贵州水矿,贵州水矿,275,275,3,其他,地方政务,
阿拉善统一战线,阿拉善统一战线,338,347,1,其他,其他,
辽宁生态环境,辽宁生态环境,305,309,1,其他,地方政务,
乡村发现,乡村发现,471,540,1,其他,其他,
心传考博与学术,心传考博与学术,585,1485,2,高校/学术机构,学术研究,学术研究
江口县民和镇人民政府,江口县民和镇人民政府,322,371,1,政府机构,其他,
翻译教学与研究,翻译教学与研究,306,354,2,高校/学术机构,学术研究,学术研究
叶城零距离,叶城零距离,272,274,1,其他,其他,
高速投融资,高速投融资,401,406,2,其他,其他,
石化行业走出去联盟,石化行业走出去联盟,352,362,1,其他,其他,
高校科技进展,高校科技进展,341,370,1,其他,其他,
关注饶河,关注饶河,301,314,1,其他,其他,
大漠魂,大漠魂,241,241,1,其他,其他,
上海市司法局,上海市司法局,287,300,1,政府机构,地方政务,政务服务
现代化研究,现代化研究,288,344,1,高校/学术机构,学术研究,学术研究
海螺Caracoles,海螺Caracoles,268,287,2,其他,其他,
河东街道办事处,河东街道办事处,319,322,1,政府机构,社会民生,政务服务
长江日报,长江日报,461,507,1,媒体平台,社会民生,
ChildrenResearch,ChildrenResearch,385,545,2,其他,其他,
北京工商大学学报社会科学版,北京工商大学学报社会科学版,280,320,8,高校/学术机构,学术研究,学术研究
营职青年,营职青年,276,285,1,其他,党建理论,
博州温泉党建,博州温泉党建,279,285,1,其他,党建理论,
南宁120急救中心,南宁120急救中心,274,281,1,其他,地方政务,
语文新课堂,语文新课堂,280,280,1,自媒体/个人,基础教育,
CABR中建研科技,CABR中建研科技,231,284,1,其他,其他,
重庆民政,重庆民政,231,284,1,其他,地方政务,
拉萨人社,拉萨人社,231,284,1,政府机构,社会民生,
宁波社会组织,宁波社会组织,231,284,1,自媒体/个人,党建理论,
秀美山水洛吉,秀美山水洛吉,231,284,1,其他,其他,
刘典,刘典,272,275,8,其他,其他,
雪城理论学习,雪城理论学习,344,371,1,其他,党建理论,
罗川红旗帜,罗川红旗帜,269,272,1,其他,其他,
论文写作库,论文写作库,483,692,2,其他,学术研究,
中国政协杂志,中国政协杂志,499,528,1,政府机构,其他,
瓜州发布,瓜州发布,269,271,6,政府机构,其他,
学刊微观,学刊微观,409,571,2,媒体平台,其他,
吕梁新闻联播,吕梁新闻联播,354,374,1,媒体平台,社会民生,
中国人民大学研究生院,中国人民大学研究生院,237,242,1,高校/学术机构,学术研究,学术研究
网信河东,网信河东,275,276,1,媒体平台,其他,
泉州计生协会,泉州计生协会,261,266,1,其他,地方政务,
宁夏党校学报,宁夏党校学报,254,269,2,高校/学术机构,学术研究,学术研究
新疆社会科学杂志社,新疆社会科学杂志社,433,534,1,高校/学术机构,地方政务,学术研究
高校教育管理,高校教育管理,298,366,2,其他,基础教育,教育
经经有道,经经有道,699,2419,2,其他,其他,
环境资源法治研究,环境资源法治研究,258,354,2,高校/学术机构,学术研究,学术研究
临大历史文化学院,临大历史文化学院,254,255,1,高校/学术机构,学术研究,文化传播
